county_id,state_name,county_name,votes_dem_2016,votes_gop_2016,total_votes_2016,per_dem_2016,per_gop_2016,votes_third_2016,votes_dem_2020,votes_gop_2020,total_votes_2020,per_dem_2020,per_gop_2020,votes_third_2020,votes_marg_2016,votes_marg_2020,per_marg_2016,per_marg_2020,votes_gop_shift,votes_dem_shift,per_gop_shift,per_dem_shift,per_marg_shift,votes_marg_shift
1037,Alabama,Coosa County,1780,3376,5223,0.340800306337,0.646371816963,67.0,1796,3631,5479,0.3277970432560686,0.6627121737543348,52,1596.0,1835,0.30557151062599996,0.33491513049826616,255.0,16.0,0.01634035679133483,-0.01300326308093136,0.02934361987226619,239.0
1039,Alabama,Covington County,2379,13222,15818,0.15039828044,0.835883171071,217.0,2721,14586,17430,0.15611015490533564,0.8368330464716007,123,10843.0,11865,0.6854848906309999,0.6807228915662651,1364.0,342.0,0.0009498754006007637,0.005711874465335637,-0.004761999064734845,1022.0
1041,Alabama,Crenshaw County,1663,4511,6252,0.265994881638,0.7215291106849999,78.0,1700,4864,6617,0.2569140093698051,0.7350763185733716,53,2848.0,3164,0.4555342290469999,0.47816230920356656,353.0,37.0,0.013547207888371715,-0.009080872268194928,0.022628080156566643,316.0
1043,Alabama,Cullman County,3730,32734,37278,0.100059016042,0.878105048554,814.0,4478,36880,41851,0.10699863802537574,0.8812214761893383,493,29004.0,32402,0.778046032512,0.7742228381639626,4146.0,748.0,0.00311642763533837,0.006939621983375735,-0.003823194348037351,3398.0
1045,Alabama,Dale County,4408,13798,18617,0.236772842026,0.741150561315,411.0,5170,14303,19738,0.2619313000303982,0.724642820954504,265,9390.0,9133,0.504377719289,0.46271152092410583,505.0,762.0,-0.01650774036049596,0.025158458004398226,-0.04166619836489416,-257.0
1047,Alabama,Dallas County,12826,5784,18730,0.684783769354,0.30880939669,120.0,12230,5524,17864,0.6846171070309002,0.3092252575011196,110,-7042.0,-6706,-0.37597437266399997,-0.37539184952978055,-260.0,-596.0,0.00041586081111960604,-0.00016666232309980877,0.0005825231342194148,336.0
1049,Alabama,DeKalb County,3682,21779,26086,0.141148508779,0.834892279384,625.0,4281,24767,29356,0.14583049461779535,0.8436776127537812,308,18097.0,20486,0.693743770605,0.6978471181359858,2988.0,599.0,0.008785333369781156,0.004681985838795338,0.004103347530985735,2389.0
1051,Alabama,Elmore County,8436,27619,36905,0.228586912343,0.748380978187,850.0,10367,30164,41030,0.2526687789422374,0.7351693882524982,499,19183.0,19797,0.519794065844,0.48250060931026084,2545.0,1931.0,-0.013211589934501777,0.02408186659923739,-0.03729345653373917,614.0
1053,Alabama,Escambia County,4698,10282,15213,0.308814829422,0.6758693222900001,233.0,4918,10869,15910,0.3091137649277184,0.6831552482715273,123,5584.0,5951,0.36705449286800007,0.3740414833438089,587.0,220.0,0.007285925981527219,0.00029893550571841176,0.0069869904758088075,367.0
1055,Alabama,Etowah County,10350,32132,43474,0.238073331186,0.739108432626,992.0,11567,35528,47728,0.2423524974857526,0.7443848474689909,633,21782.0,23961,0.5010351014400001,0.5020323499832383,3396.0,1217.0,0.005276414842990906,0.0042791662997526125,0.0009972485432382383,2179.0
1057,Alabama,Fayette County,1358,6705,8196,0.165690580771,0.818081991215,133.0,1395,7300,8766,0.1591375770020534,0.8327629477526808,71,5347.0,5905,0.6523914104440001,0.6736253707506275,595.0,37.0,0.014680956537680756,-0.0065530037689466025,0.021233960306627386,558.0
1059,Alabama,Franklin County,2197,9466,11955,0.183772480134,0.7918025930570001,292.0,2086,10376,12578,0.16584512641119414,0.8249324216886628,116,7269.0,8290,0.6080301129230001,0.6590872952774687,910.0,-111.0,0.033129828631662694,-0.01792735372280585,0.051057182354468544,1021.0
1061,Alabama,Geneva County,1522,9967,11659,0.13054292821,0.854876061412,170.0,1595,10848,12545,0.12714228776404946,0.8647269828616979,102,8445.0,9253,0.724333133202,0.7375846950976485,881.0,73.0,0.009850921449697903,-0.003400640445950537,0.013251561895648467,808.0
1063,Alabama,Greene County,4006,838,4862,0.8239407651170001,0.17235705471,18.0,3884,875,4775,0.8134031413612566,0.18324607329842926,16,-3168.0,-3009,-0.6515837104070001,-0.6301570680628273,37.0,-122.0,0.01088901858842925,-0.01053762375574352,0.021426642344172797,159.0
1065,Alabama,Hale County,4772,3172,8010,0.595755305868,0.39600499375799997,66.0,4687,3190,7922,0.5916435243625348,0.40267609189598585,45,-1600.0,-1497,-0.19975031211,-0.1889674324665489,18.0,-85.0,0.006671098137985887,-0.004111781505465206,0.010782879643451093,103.0
1067,Alabama,Henry County,2286,5623,8017,0.285144068854,0.701384557815,108.0,2606,6607,9298,0.2802753280275328,0.7105829210582921,85,3337.0,4001,0.41624048896099997,0.43030759303075933,984.0,320.0,0.009198363243292151,-0.0048687408264672105,0.014067104069759362,664.0
1069,Alabama,Houston County,10547,30567,42030,0.250939804901,0.727266238401,916.0,12917,32618,46173,0.27975223615532885,0.7064301648149351,638,20020.0,19701,0.47632643350000003,0.4266779286596063,2051.0,2370.0,-0.020836073586064874,0.028812431254328863,-0.04964850484039374,-319.0
1071,Alabama,Jackson County,3663,16643,20785,0.17623286023600002,0.800721674284,479.0,3717,19670,23636,0.15726011169402607,0.8322051108478592,249,12980.0,15953,0.6244888140479999,0.6749449991538331,3027.0,54.0,0.03148343656385921,-0.01897274854197395,0.05045618510583316,2973.0
1073,Alabama,Jefferson County,151581,130614,290111,0.522493114704,0.450220777564,7916.0,181688,138843,325848,0.5575851317178562,0.42609744420711504,5317,-20967.0,-42845,-0.07227233713999998,-0.13148768751074114,8229.0,30107.0,-0.024123333356884935,0.035092017013856225,-0.05921535037074116,-21878.0
1075,Alabama,Lamar County,1035,5819,6931,0.14932910114,0.839561390853,77.0,978,6174,7193,0.13596552203531212,0.858334491867093,41,4784.0,5196,0.690232289713,0.7223689698317809,355.0,-57.0,0.01877310101409302,-0.013363579104687884,0.0321366801187809,412.0
1077,Alabama,Lauderdale County,9877,27735,38813,0.254476592894,0.714580166439,1201.0,11915,31721,44339,0.2687250501815557,0.7154198335551095,703,17858.0,19806,0.46010357354500003,0.44669478337355384,3986.0,2038.0,0.0008396671161094993,0.014248457287555694,-0.013408790171446194,1948.0
1079,Alabama,Lawrence County,3611,10732,14623,0.246939752445,0.733912329891,280.0,3562,12322,16031,0.22219449815981532,0.7686357681991142,147,7121.0,8760,0.486972577446,0.5464412700392989,1590.0,-49.0,0.034723438308114196,-0.024745254285184676,0.0594686925932989,1639.0
1081,Alabama,Lee County,20987,34321,57668,0.363928001665,0.595148089062,2360.0,27860,42221,71449,0.38992848045459,0.5909249954513011,1368,13334.0,14361,0.231220087397,0.20099651499671106,7900.0,6873.0,-0.004223093610698947,0.026000478789589998,-0.030223572400288945,1027.0
1083,Alabama,Limestone County,9340,28824,39400,0.237055837563,0.731573604061,1236.0,13672,34640,49235,0.27768863613283234,0.7035645374225652,923,19484.0,20968,0.49451776649800006,0.42587590128973285,5816.0,4332.0,-0.028009066638434832,0.040632798569832346,-0.0686418652082672,1484.0
1085,Alabama,Lowndes County,4882,1751,6676,0.731276213301,0.262282804074,43.0,4972,1836,6835,0.7274323335771763,0.2686174103877103,27,-3131.0,-3136,-0.468993409227,-0.458814923189466,85.0,90.0,0.0063346063137103,-0.0038438797238237177,0.010178486037534018,-5.0
1087,Alabama,Macon County,7237,1394,8748,0.82727480567,0.159350708733,117.0,7108,1541,8723,0.8148572738736674,0.1766594061676029,74,-5843.0,-5567,-0.667924096937,-0.6381978677060645,147.0,-129.0,0.017308697434602893,-0.012417531796332648,0.029726229230935486,276.0
1089,Alabama,Madison County,62435,89199,159473,0.391508280399,0.559336063158,7839.0,87286,102780,194767,0.4481560017867503,0.5277074658438031,4701,26764.0,15494,0.167827782759,0.07955146405705282,13581.0,24851.0,-0.03162859731419687,0.056647721387750316,-0.08827631870194719,-11270.0
1091,Alabama,Marengo County,5607,5224,10948,0.512148337596,0.477164778955,117.0,5488,5343,10900,0.50348623853211,0.4901834862385321,69,-383.0,-145,-0.034983558641,-0.013302752293577969,119.0,-119.0,0.013018707283532105,-0.008662099063889928,0.021680806347422032,238.0
1093,Alabama,Marion County,1432,11273,12912,0.110904584882,0.8730638166050001,207.0,1463,12205,13807,0.105960744549866,0.8839718983124502,139,9841.0,10742,0.7621592317230002,0.7780111537625841,932.0,31.0,0.010908081707450057,-0.004943840332134006,0.015851922039583966,901.0
1095,Alabama,Marshall County,4913,29217,34965,0.140511940512,0.835607035607,835.0,5943,33191,39655,0.1498676081200353,0.8369940738872778,521,24304.0,27248,0.695095095095,0.6871264657672425,3974.0,1030.0,0.0013870382802777526,0.0093556676080353,-0.007968629327757548,2944.0
1097,Alabama,Mobile County,68429,91087,163387,0.418815450434,0.557492334151,3871.0,79474,101243,183164,0.43389530693804457,0.5527450809110961,2447,22658.0,21769,0.138676883717,0.11884977397305152,10156.0,11045.0,-0.004747253239903881,0.015079856504044586,-0.019827109743948468,-889.0
1099,Alabama,Monroe County,4310,5771,10185,0.42317133038800003,0.566617574865,104.0,4455,6147,10668,0.4176040494938133,0.5762092238470191,66,1461.0,1692,0.14344624447699994,0.1586051743532058,376.0,145.0,0.00959164898201914,-0.0055672808941867324,0.015158929876205873,231.0
1101,Alabama,Montgomery County,58669,33928,94572,0.620363321068,0.35875311931599996,1975.0,64529,33311,99139,0.6508941990538537,0.3360029857069367,1299,-24741.0,-31218,-0.261610201752,-0.314891213346917,-617.0,5860.0,-0.02275013360906325,0.030530877985853744,-0.053281011594916994,-6477.0
1103,Alabama,Morgan County,11216,37392,49991,0.224360384869,0.747974635434,1383.0,13234,39664,53722,0.24634228062990954,0.7383194966680318,824,26176.0,26430,0.523614250565,0.4919772160381222,2272.0,2018.0,-0.00965513876596824,0.02198189576090953,-0.03163703452687777,254.0
1105,Alabama,Perry County,3823,1403,5255,0.727497621313,0.26698382492899997,29.0,3860,1339,5230,0.7380497131931166,0.2560229445506692,31,-2420.0,-2521,-0.46051379638400003,-0.4820267686424474,-64.0,37.0,-0.010960880378330762,0.010552091880116632,-0.021512972258447394,-101.0
1107,Alabama,Pickens County,3972,5454,9494,0.418369496524,0.574468085106,68.0,4022,5594,9668,0.4160115846090193,0.5786098469176665,52,1482.0,1572,0.156098588582,0.16259826230864716,140.0,50.0,0.004141761811666478,-0.0023579119149806926,0.0064996737266471705,90.0
1109,Alabama,Pike County,5039,7681,13025,0.38687140115199997,0.5897120921310001,305.0,5636,8042,13841,0.4071960118488549,0.5810273824145654,163,2642.0,2406,0.2028406909790001,0.17383137056571052,361.0,597.0,-0.008684709716434647,0.020324610696854928,-0.029009320413289574,-236.0
1111,Alabama,Randolph County,2290,7697,10130,0.22606120434399998,0.7598223099699999,143.0,2203,8559,10837,0.20328504198578945,0.7897942234935867,75,5407.0,6356,0.5337611056259999,0.5865091815077973,862.0,-87.0,0.029971913523586857,-0.022776162358210533,0.05274807588179742,949.0
1113,Alabama,Russell County,9577,9210,19136,0.500470317726,0.48129180602,349.0,11228,9864,21329,0.5264194289465047,0.4624689390032351,237,-367.0,-1364,-0.019178511706000045,-0.06395048994326963,654.0,1651.0,-0.018822867016764888,0.025949111220504695,-0.04477197823726958,-997.0
1115,Alabama,St. Clair County,5550,31579,37937,0.146295173577,0.8324063579090001,808.0,7744,36166,44441,0.1742535046466101,0.8137980693503747,531,26029.0,28422,0.686111184332,0.6395445647037645,4587.0,2194.0,-0.018608288558625397,0.0279583310696101,-0.046566619628235495,2393.0
1117,Alabama,Shelby County,22927,72846,99208,0.231100314491,0.734275461656,3435.0,33268,79700,114950,0.28941278816876903,0.6933449325793823,1982,49919.0,46432,0.503175147165,0.4039321444106133,6854.0,10341.0,-0.04093052907661765,0.05831247367776904,-0.09924300275438669,-3487.0
1119,Alabama,Sumter County,4739,1581,6391,0.7415115005480001,0.247379126897,71.0,4648,1598,6291,0.7388332538547131,0.2540136703226832,45,-3158.0,-3050,-0.49413237365100005,-0.4848195835320299,17.0,-91.0,0.006634543425683176,-0.0026782466932869786,0.009312790118970127,108.0
1121,Alabama,Talladega County,12108,20596,33218,0.364501174062,0.620025287495,514.0,13138,22235,35663,0.3683930123657572,0.623475310545944,290,8488.0,9097,0.25552411343299997,0.25508229818018674,1639.0,1030.0,0.0034500230509439955,0.0038918383037572224,-0.00044181525281322687,609.0
1123,Alabama,Tallapoosa County,5271,12967,18504,0.284857328145,0.700767401643,266.0,5859,14963,20991,0.2791196226954409,0.7128293077985803,169,7696.0,9104,0.415910073498,0.43370968510313945,1996.0,588.0,0.012061906155580338,-0.005737705449559094,0.01779961160513943,1408.0
1125,Alabama,Tuscaloosa County,31746,47701,81708,0.388529886914,0.583798404073,2261.0,37765,51117,90172,0.4188107172958345,0.566883289712993,1290,15955.0,13352,0.195268517159,0.14807257241715843,3416.0,6019.0,-0.016915114360007033,0.030280830381834545,-0.04719594474184158,-2603.0
1127,Alabama,Walker County,4486,24208,29243,0.153404233492,0.827822042882,549.0,4834,26002,31170,0.15508501764517166,0.8341995508501765,334,19722.0,21168,0.67441780939,0.6791145332050048,1794.0,348.0,0.006377507968176488,0.0016807841531716605,0.004696723815004855,1446.0
1129,Alabama,Washington County,2366,6031,8492,0.278615167216,0.710197833255,95.0,2258,6564,8876,0.254393871113114,0.7395223073456512,54,3665.0,4306,0.431582666039,0.48512843623253715,533.0,-108.0,0.029324474090651198,-0.02422129610288598,0.05354577019353718,641.0
1131,Alabama,Wilcox County,4329,1737,6095,0.7102543068089999,0.284987694832,29.0,4048,1833,5903,0.6857530069456209,0.3105200745383703,22,-2592.0,-2215,-0.42526661197699994,-0.3752329324072506,96.0,-281.0,0.025532379706370345,-0.02450129986337901,0.050033679569749356,377.0
1133,Alabama,Winston County,871,9225,10255,0.08493417844949999,0.899561189664,159.0,974,10195,11284,0.08631690889755406,0.903491669620702,115,8354.0,9221,0.8146270112145,0.817174760723148,970.0,103.0,0.003930479956702038,0.0013827304480540648,0.0025477495086480006,867.0
4001,Arizona,Apache County,12196,5315,18659,0.653625596227,0.284849134466,1148.0,23293,11442,35183,0.662052695904272,0.32521388170423216,448,-6881.0,-11851,-0.368776461761,-0.3368388142000398,6127.0,11097.0,0.040364747238232135,0.008427099677271954,0.03193764756096018,-4970.0
4003,Arizona,Cochise County,15291,25036,43147,0.35439312119000005,0.580248916495,2820.0,23732,35557,60473,0.3924396011443123,0.5879814131926645,1184,9745.0,11825,0.22585579530499994,0.1955418120483522,10521.0,8441.0,0.007732496697664515,0.03804647995431226,-0.030313983256647747,2080.0
4005,Arizona,Coconino County,25308,16573,44929,0.563288744463,0.36887088517399996,3048.0,44698,27052,73346,0.6094129195866168,0.3688272025741008,1596,-8735.0,-17646,-0.19441785928900007,-0.24058571701251602,10479.0,19390.0,-4.368259989917522e-05,0.04612417512361677,-0.04616785772351595,-8911.0
4007,Arizona,Gila County,6746,13672,21398,0.31526310870200003,0.638938218525,980.0,8943,18377,27678,0.32310860611315845,0.6639569333044295,358,6926.0,9434,0.32367510982299996,0.34084832719127106,4705.0,2197.0,0.02501871477942952,0.00784549741115842,0.0171732173682711,2508.0
4009,Arizona,Graham County,3301,8025,11939,0.276488818159,0.672166848145,613.0,4034,10749,14996,0.26900506801813817,0.716791144305148,213,4724.0,6715,0.39567802998600005,0.44778607628700984,2724.0,733.0,0.04462429616014796,-0.007483750140861833,0.05210804630100979,1991.0
4011,Arizona,Greenlee County,1092,1892,3243,0.33672525439400003,0.583410422448,259.0,1182,2433,3688,0.32049891540130154,0.65970715835141,73,800.0,1251,0.24668516805399998,0.3392082429501085,541.0,90.0,0.07629673590341002,-0.016226338992698486,0.0925230748961085,451.0
4012,Arizona,La Paz County,1318,3381,4931,0.26728858243799997,0.685662137497,232.0,2236,5129,7460,0.2997319034852547,0.6875335120643432,95,2063.0,2893,0.41837355505900004,0.3878016085790885,1748.0,918.0,0.0018713745673432092,0.032443321047254725,-0.030571946479911516,830.0
4013,Arizona,Maricopa County,549040,590465,1201934,0.45679712862800004,0.49126241540700005,62429.0,1040774,995665,2069475,0.5029169233742857,0.4811196076299545,33036,41425.0,-45109,0.034465286779000015,-0.021797315744331247,405200.0,491734.0,-0.01014280777704557,0.04611979474628569,-0.05626260252333126,-86534.0
4015,Arizona,Mohave County,16485,54656,74189,0.22220275243,0.736712989796,3048.0,24831,78535,104705,0.23715199847189725,0.7500596915142543,1339,38171.0,53704,0.514510237366,0.5129076930423571,23879.0,8346.0,0.013346701718254361,0.014949246041897235,-0.0016025443236429293,15533.0
4017,Arizona,Navajo County,15362,18165,35409,0.43384450281000003,0.513005168178,1882.0,23383,27657,51783,0.4515574609427804,0.5340942007994902,743,2803.0,4274,0.07916066536799998,0.08253673985670984,9492.0,8021.0,0.0210890326214902,0.017712958132780343,0.003376074488709857,1471.0
4019,Arizona,Pima County,195649,147019,360762,0.542321530538,0.407523519661,18094.0,304981,207758,520735,0.5856740952691868,0.3989706856654536,7996,-48630.0,-97223,-0.13479801087700005,-0.18670340960373322,60739.0,109332.0,-0.008552833995546405,0.04335256473118676,-0.051905398726733165,-48593.0
4021,Arizona,Pinal County,35737,53857,93805,0.380971163584,0.5741378391340001,4211.0,75106,107077,185037,0.40589719893859066,0.57867885882283,2854,18120.0,31971,0.19316667555000006,0.17278165988423932,53220.0,39369.0,0.004541019688829917,0.024926035354590648,-0.02038501566576073,13851.0
4023,Arizona,Santa Cruz County,10684,3650,14926,0.715797936487,0.244539729331,592.0,13138,6194,19561,0.6716425540616533,0.3166504779919227,229,-7034.0,-6944,-0.471258207156,-0.3549920760697306,2544.0,2454.0,0.07211074866092271,-0.04415538242534667,0.11626613108626938,90.0
4025,Arizona,Yavapai County,29705,58862,92780,0.320165984048,0.634425522742,4213.0,49602,91527,143280,0.3461892797319933,0.6387981574539363,2151,29157.0,41925,0.31425953869400003,0.292608877721943,32665.0,19897.0,0.004372634711936274,0.02602329568399331,-0.021650660972057034,12768.0
4027,Arizona,Yuma County,18336,20586,40759,0.449863833755,0.5050663657109999,1837.0,32210,36534,69926,0.4606298086548637,0.5224666075565598,1182,2250.0,4324,0.055202531955999945,0.06183679890169613,15948.0,13874.0,0.017400241845559883,0.010765974899863695,0.006634266945696188,2074.0
5001,Arkansas,Arkansas County,1939,3825,6167,0.314415437003,0.6202367439600001,403.0,1818,4304,6292,0.28893833439287986,0.684043229497775,170,1886.0,2486,0.30582130695700005,0.3951048951048951,479.0,-121.0,0.0638064855377749,-0.02547710261012015,0.08928358814789505,600.0
5003,Arkansas,Ashley County,2408,5338,8027,0.299987542046,0.6650056060790001,281.0,2125,5548,7926,0.2681049709815796,0.6999747665909665,253,2930.0,3423,0.3650180640330001,0.4318697956093869,210.0,-283.0,0.03496916051196641,-0.031882571064420384,0.0668517315763868,493.0
5005,Arkansas,Baxter County,4163,14655,19572,0.21270181892499998,0.7487737584299999,754.0,4635,15836,21007,0.22064073880135196,0.7538439567763127,536,10492.0,11201,0.536071939505,0.5332032179749607,1181.0,472.0,0.0050701983463127265,0.00793891987635198,-0.0028687215300392532,709.0
5007,Arkansas,Benton County,27894,60751,94262,0.29591988288000004,0.644490887102,5617.0,42249,73965,119912,0.3523333778103943,0.6168273400493696,3698,32857.0,31716,0.34857100422199994,0.26449396223897526,13214.0,14355.0,-0.02766354705263041,0.05641349493039427,-0.08407704198302468,-1141.0
5009,Arkansas,Boone County,2925,12225,15912,0.183823529412,0.7682880844650001,762.0,3064,13652,17114,0.17903470842585018,0.7977094776206615,398,9300.0,10588,0.5844645550530001,0.6186747691948113,1427.0,139.0,0.02942139315566139,-0.004788820986149828,0.034210214141811246,1288.0
5011,Arkansas,Bradley County,1317,2163,3617,0.364113906552,0.598009400055,137.0,1214,2335,3654,0.3322386425834702,0.6390257252326218,105,846.0,1121,0.23389549350300004,0.3067870826491516,172.0,-103.0,0.04101632517762177,-0.0318752639685298,0.07289158914615157,275.0
5013,Arkansas,Calhoun County,636,1554,2250,0.282666666667,0.690666666667,60.0,479,1636,2182,0.21952337305224565,0.7497708524289642,67,918.0,1157,0.40800000000000003,0.5302474793767186,82.0,-157.0,0.05910418576196419,-0.06314329361475438,0.12224747937671854,239.0
5015,Arkansas,Carroll County,3334,6773,10656,0.31287537537500004,0.635604354354,549.0,4023,7424,11797,0.3410189031109604,0.6293125370856998,350,3439.0,3401,0.32272897897899994,0.2882936339747394,651.0,689.0,-0.006291817268300193,0.02814352773596035,-0.03443534500426054,-38.0
5017,Arkansas,Chicot County,2350,1716,4149,0.56640154254,0.413593637021,83.0,2260,1752,4103,0.5508164757494516,0.427004630757982,91,-634.0,-508,-0.15280790551899998,-0.12381184499146958,36.0,-90.0,0.013410993736982013,-0.015585066790548385,0.0289960605275304,126.0
5019,Arkansas,Clark County,3606,4398,8365,0.43108188882200005,0.525762104005,361.0,3438,4616,8395,0.4095294818344253,0.5498511018463371,341,792.0,1178,0.09468021518299996,0.14032162001191184,218.0,-168.0,0.024088997841337112,-0.021552406987574768,0.04564140482891188,386.0
5021,Arkansas,Clay County,1999,3779,5978,0.334392773503,0.632151221144,200.0,962,4086,5183,0.1856067914335327,0.7883465174609301,135,1780.0,3124,0.297758447641,0.6027397260273974,307.0,-1037.0,0.15619529631693008,-0.1487859820694673,0.30498127838639744,1344.0
5023,Arkansas,Cleburne County,2101,9454,11968,0.175551470588,0.7899398395720001,413.0,1988,10328,12680,0.15678233438485806,0.8145110410094637,364,7353.0,8340,0.6143883689840001,0.6577287066246056,874.0,-113.0,0.024571201437463608,-0.01876913620314194,0.04334033764060552,987.0
5025,Arkansas,Cleveland County,723,2460,3299,0.2191573204,0.7456805092450001,116.0,651,2867,3600,0.18083333333333332,0.7963888888888889,82,1737.0,2216,0.526523188845,0.6155555555555556,407.0,-72.0,0.05070837964388886,-0.038323987066666676,0.08903236671055559,479.0
5027,Arkansas,Columbia County,3140,5456,8837,0.35532420504699996,0.617404096413,241.0,2814,5500,8616,0.3266016713091922,0.6383472609099351,302,2316.0,2686,0.262079891366,0.3117455896007429,44.0,-326.0,0.02094316449693512,-0.028722533737807754,0.04966569823474287,370.0
5029,Arkansas,Conway County,2655,4844,7837,0.338777593467,0.618093658288,338.0,2615,5694,8685,0.3010938399539436,0.6556131260794473,376,2189.0,3079,0.279316064821,0.3545192861255037,850.0,-40.0,0.037519467791447325,-0.03768375351305636,0.07520322130450369,890.0
